Time,Backend,GPU_ID,VRAM_MB,Power_W,GPU_Util
1781845308.37,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845310.56,ROCM_SMI,GPU_0,1474.1,149.0,100.0
1781845310.56,ROCM_SMI,GPU_1,1474.1,143.0,100.0
1781845310.56,ROCM_SMI,GPU_2,1474.1,148.0,100.0
1781845310.56,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845310.56,ROCM_SMI,GPU_4,1474.1,139.0,87.0
1781845310.56,ROCM_SMI,GPU_5,1474.1,142.0,100.0
1781845310.56,ROCM_SMI,GPU_6,1474.1,140.0,100.0
1781845310.56,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845312.76,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845312.76,ROCM_SMI,GPU_1,1474.1,143.0,100.0
1781845312.76,ROCM_SMI,GPU_2,1474.1,144.0,100.0
1781845312.76,ROCM_SMI,GPU_3,1474.1,149.0,100.0
1781845312.76,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845312.76,ROCM_SMI,GPU_5,1474.1,140.0,87.0
1781845312.76,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845312.76,ROCM_SMI,GPU_7,1474.1,140.0,100.0
1781845314.95,ROCM_SMI,GPU_0,1474.1,146.0,100.0
1781845314.95,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845314.95,ROCM_SMI,GPU_2,1474.1,142.0,100.0
1781845314.95,ROCM_SMI,GPU_3,1474.1,147.0,100.0
1781845314.95,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845314.95,ROCM_SMI,GPU_5,1474.1,138.0,100.0
1781845314.95,ROCM_SMI,GPU_6,1474.1,144.0,89.0
1781845314.95,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845317.14,ROCM_SMI,GPU_0,1474.1,150.0,100.0
1781845317.14,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845317.14,ROCM_SMI,GPU_2,1474.1,147.0,100.0
1781845317.14,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845317.14,ROCM_SMI,GPU_4,1474.1,140.0,100.0
1781845317.14,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845317.14,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845317.14,ROCM_SMI,GPU_7,1474.1,138.0,90.0
1781845319.34,ROCM_SMI,GPU_0,1474.1,146.0,100.0
1781845319.34,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845319.34,ROCM_SMI,GPU_2,1474.1,143.0,100.0
1781845319.34,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845319.34,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845319.34,ROCM_SMI,GPU_5,1474.1,137.0,100.0
1781845319.34,ROCM_SMI,GPU_6,1474.1,143.0,93.0
1781845319.34,ROCM_SMI,GPU_7,1474.1,134.0,100.0
1781845321.53,ROCM_SMI,GPU_0,1474.1,145.0,100.0
1781845321.53,ROCM_SMI,GPU_1,1474.1,143.0,100.0
1781845321.53,ROCM_SMI,GPU_2,1474.1,141.0,100.0
1781845321.53,ROCM_SMI,GPU_3,1474.1,148.0,100.0
1781845321.53,ROCM_SMI,GPU_4,1474.1,145.0,100.0
1781845321.53,ROCM_SMI,GPU_5,1474.1,136.0,100.0
1781845321.53,ROCM_SMI,GPU_6,1474.1,145.0,100.0
1781845321.53,ROCM_SMI,GPU_7,1474.1,138.0,100.0
1781845323.72,ROCM_SMI,GPU_0,1474.1,150.0,100.0
1781845323.72,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845323.72,ROCM_SMI,GPU_2,1474.1,145.0,100.0
1781845323.72,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845323.72,ROCM_SMI,GPU_4,1474.1,144.0,100.0
1781845323.72,ROCM_SMI,GPU_5,1474.1,141.0,100.0
1781845323.72,ROCM_SMI,GPU_6,1474.1,141.0,100.0
1781845323.72,ROCM_SMI,GPU_7,1474.1,138.0,100.0
1781845325.91,ROCM_SMI,GPU_0,1474.1,148.0,100.0
1781845325.91,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845325.91,ROCM_SMI,GPU_2,1474.1,148.0,100.0
1781845325.91,ROCM_SMI,GPU_3,1474.1,148.0,100.0
1781845325.91,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845325.91,ROCM_SMI,GPU_5,1474.1,143.0,100.0
1781845325.91,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845325.91,ROCM_SMI,GPU_7,1474.1,139.0,100.0
1781845328.11,ROCM_SMI,GPU_0,1474.1,147.0,100.0
1781845328.11,ROCM_SMI,GPU_1,1474.1,139.0,100.0
1781845328.11,ROCM_SMI,GPU_2,1474.1,147.0,100.0
1781845328.11,ROCM_SMI,GPU_3,1474.1,145.0,100.0
1781845328.11,ROCM_SMI,GPU_4,1474.1,139.0,100.0
1781845328.11,ROCM_SMI,GPU_5,1474.1,144.0,100.0
1781845328.11,ROCM_SMI,GPU_6,1474.1,139.0,100.0
1781845328.11,ROCM_SMI,GPU_7,1474.1,141.0,100.0
1781845330.30,ROCM_SMI,GPU_0,1474.1,145.0,82.0
1781845330.30,ROCM_SMI,GPU_1,1474.1,141.0,100.0
1781845330.30,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845330.30,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845330.30,ROCM_SMI,GPU_4,1474.1,141.0,100.0
1781845330.30,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845330.30,ROCM_SMI,GPU_6,1474.1,142.0,100.0
1781845330.30,ROCM_SMI,GPU_7,1474.1,141.0,100.0
1781845332.50,ROCM_SMI,GPU_0,1474.1,147.0,84.0
1781845332.50,ROCM_SMI,GPU_1,1474.1,138.0,100.0
1781845332.50,ROCM_SMI,GPU_2,1474.1,142.0,100.0
1781845332.50,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845332.50,ROCM_SMI,GPU_4,1474.1,145.0,100.0
1781845332.50,ROCM_SMI,GPU_5,1474.1,139.0,100.0
1781845332.50,ROCM_SMI,GPU_6,1474.1,144.0,100.0
1781845332.50,ROCM_SMI,GPU_7,1474.1,137.0,100.0
1781845334.69,ROCM_SMI,GPU_0,1474.1,149.0,81.0
1781845334.69,ROCM_SMI,GPU_1,1474.1,140.0,100.0
1781845334.69,ROCM_SMI,GPU_2,1474.1,146.0,100.0
1781845334.69,ROCM_SMI,GPU_3,1474.1,146.0,100.0
1781845334.69,ROCM_SMI,GPU_4,1474.1,142.0,100.0
1781845334.69,ROCM_SMI,GPU_5,1474.1,143.0,100.0
